1744600862,24900
1744600945,24900
1744600992,24900
1744601074,24900
1744601134,24900
1744601198,24900
1744601231,24900
1744601298,24900
1744601375,24900
1744601435,24900
1744601497,24900
1744601564,24900
1744601620,24900
1744601684,24901
1744601739,24900
1744601773,24900
1744601859,24900
1744601925,24900
1744601973,24900
1744602013,24900
1744602091,24850
1744602146,24850
1744602219,24880
1744602277,24867
1744602332,24831
1744602413,24820
1744602458,24800
1744602511,24876
1744602577,24812
1744602640,24884
1744602704,24813
1744602782,24813
1744602840,24800
1744602906,24868
1744602957,24868
1744603028,24802
1744603049,24800
1744603140,24851
1744603196,24800
1744603266,24868
1744603317,24915
1744603361,24859
1744603454,24868
1744603498,24800
1744603576,24868
1744603601,24814
1744603687,24868
1744603744,24800
1744603806,24801
1744603863,24852
1744603941,24813
1744603983,24812
1744604065,24852
1744604118,24800
1744604183,24800
1744604241,24800
1744604295,24800
1744604342,24801
1744604409,24853
1744604480,24800
1744604519,24801
1744604606,24819
1744604637,24826
1744604704,24802
1744604786,24800
1744604812,24800
1744604887,24853
1744604962,24767
1744605011,24767
1744605082,24767
1744605163,24767
1744605216,24767
1744605264,24767
1744605344,24767
1744605455,24767
1744605502,24767
1744605571,24767
1744605631,24767
1744605699,24767
1744605767,24767
1744605798,24767
1744605891,24767
1744605938,24767
1744606014,24767
1744606076,24754
1744606128,24754
1744606195,24754
1744606254,24754
1744606297,24754
1744606383,24754
1744606441,24754
1744606503,24769
1744606559,24770
1744606578,24770
1744606684,24770
1744606803,24770
1744606870,24770
1744606924,24770
1744606974,24770
1744607049,24770
1744607111,24770
1744607127,24770
1744607232,24770
1744607280,24770
1744607359,24770
1744607419,24770
1744607478,24770
1744607516,24771
1744607602,24870
1744607661,24870
1744607722,24870
1744607776,24870
1744607789,24870
1744607906,24870
1744607952,24870
1744607987,24870
1744608070,24870
1744608129,24870
1744608176,24870
1744608274,24870
1744608388,24770
1744608446,24770
1744608514,24770
1744608564,24770
1744608637,24770
1744608683,24770
1744608755,24770
1744608819,24770
1744608870,24770
1744608920,24770
1744608991,24871
1744609045,24771
1744609100,24771
1744609174,24771
1744609249,24771
1744609304,24771
1744609364,24771
1744609377,24771
1744609468,24771
1744609529,24771
1744609613,24771
1744609661,24771
1744609730,24771
1744609788,24771
1744609979,24771
1744610017,24771
1744610097,24771
1744610156,24771
1744610196,24771
1744610338,24771
1744610406,24771
1744610427,24771
1744610524,24771
1744610583,24771
1744610647,24771
1744610678,24771
1744610835,24840
1744610841,24840
1744610921,24840
1744611001,24840
1744611050,24840
1744611115,24771
1744611191,24771
1744611222,24915
1744611324,24844
1744611444,24844
1744611505,24844
1744611557,24771
1744611601,24771
1744611670,24771
1744611731,24771
1744611774,24771
1744611860,24771
1744611926,24771
1744611985,24771
1744612033,24771
1744612105,24772
1744612177,24772
1744612235,24772
1744612241,24772
1744612332,24772
1744612403,24772
1744612479,24772
1744612516,24772
1744612595,24772
1744612646,24772
1744612726,24772
1744612772,24772
1744612846,24772
1744612897,24772
1744612928,24772
1744613014,24772
1744613088,24772
1744613117,24772
1744613184,24772
1744613236,24772
1744613318,24772
1744613361,24772
1744613414,24772
1744613466,24772
1744613555,24772
1744613625,24772
1744613689,24772
1744613761,24772
1744613819,24772
1744613840,24772
1744613926,24772
1744613981,24772
1744614063,24772
1744614122,24772
1744614145,24772
1744614230,24772
1744614263,24772
1744614343,24772
1744614389,24772
1744614482,24772
1744614553,24772
1744614593,24915
1744614663,24772
1744614786,24772
1744614847,24772
1744614908,24772
1744614939,24772
1744615006,24772
1744615081,24772
1744615129,24772
1744615223,24772
1744615273,24772
1744615290,24772
1744615409,24772
1744615453,24772
1744615516,24772
1744615591,24772
1744615687,24772
1744615761,24772
1744615802,24772
